Serial_no,Bus_name,Bus_type,Start_time,End_time,Total_duration,Price,Seats_Available,Ratings,Route_link,Route_name
3021,Rajesh Transports,A/C Sleeper (2+1),18:00,22:30,04h 30m,INR 1847,14 Seats available,4.3,https://www.redbus.in/bus-tickets/rajahmundry-to-vijayawada,Rajahmundry to Vijayawada
3022,Rajesh Transports,Volvo 9600 Multi-Axle A/C Sleeper (2+1),18:15,21:35,03h 20m,INR 1275,22 Seats available,4.3,https://www.redbus.in/bus-tickets/rajahmundry-to-vijayawada,Rajahmundry to Vijayawada
3023,Svkdt travels,A/C Sleeper (2+1),18:15,22:45,04h 30m,INR 1150,34 Seats available,"3.1
4",https://www.redbus.in/bus-tickets/rajahmundry-to-vijayawada,Rajahmundry to Vijayawada
3024,Shree Manikanta Travels,Volvo 9600 Multi-Axle A/C Sleeper (2+1),18:20,21:05,02h 45m,INR 999,4 Seats available,4,https://www.redbus.in/bus-tickets/rajahmundry-to-vijayawada,Rajahmundry to Vijayawada
3025,VRL Travels,Volvo A/C B11R Multi Axle Semi Sleeper (2+2),18:45,22:30,03h 45m,INR 1300,52 Seats available,3.4,https://www.redbus.in/bus-tickets/rajahmundry-to-vijayawada,Rajahmundry to Vijayawada
3026,Rajesh Transports,NON A/C Sleeper (2+1),19:00,23:30,04h 30m,INR 800,13 Seats available,4.3,https://www.redbus.in/bus-tickets/rajahmundry-to-vijayawada,Rajahmundry to Vijayawada
3027,Dream Bus,A/C Sleeper (2+1),19:00,22:15,03h 15m,INR 5000,30 Seats available,4.3,https://www.redbus.in/bus-tickets/rajahmundry-to-vijayawada,Rajahmundry to Vijayawada
3028,Morning Star Travels,A/C Sleeper (2+1),19:40,23:15,03h 35m,INR 790,30 Seats available,3,https://www.redbus.in/bus-tickets/rajahmundry-to-vijayawada,Rajahmundry to Vijayawada
3029,PRL BUS,A/C Seater / Sleeper (2+1),20:00,21:59,01h 59m,INR 10000,1 Seat available,4,https://www.redbus.in/bus-tickets/rajahmundry-to-vijayawada,Rajahmundry to Vijayawada
3030,Jagan Travels,A/C Sleeper (2+1),20:15,23:30,03h 15m,INR 1500,8 Seats available,4.1,https://www.redbus.in/bus-tickets/rajahmundry-to-vijayawada,Rajahmundry to Vijayawada
3031,Sri Krishna Travels,Volvo Multi-Axle A/C Sleeper (2+1),20:15,23:55,03h 40m,INR 849,27 Seats available,3.5,https://www.redbus.in/bus-tickets/rajahmundry-to-vijayawada,Rajahmundry to Vijayawada
3032,Zingbus Plus,A/C Sleeper (2+1),21:20,23:55,02h 35m,934,25 Seats available,4.4,https://www.redbus.in/bus-tickets/rajahmundry-to-vijayawada,Rajahmundry to Vijayawada
3033,Morning Star Travels,A/C Sleeper (2+1),20:20,23:30,03h 10m,INR 790,27 Seats available,"3.0
4",https://www.redbus.in/bus-tickets/rajahmundry-to-vijayawada,Rajahmundry to Vijayawada
3034,Go Tour Travels and Holidays,A/C Sleeper (2+1),20:30,00:25,03h 55m,941,25 Seats available,4.3,https://www.redbus.in/bus-tickets/rajahmundry-to-vijayawada,Rajahmundry to Vijayawada
3035,Sri NVR Travels,NON A/C Sleeper (2+1),20:50,23:59,03h 09m,807,29 Seats available,3.6,https://www.redbus.in/bus-tickets/rajahmundry-to-vijayawada,Rajahmundry to Vijayawada
3036,PRL BUS,A/C Seater / Sleeper (2+1),21:00,23:59,02h 59m,INR 699,45 Seats available,4,https://www.redbus.in/bus-tickets/rajahmundry-to-vijayawada,Rajahmundry to Vijayawada
3037,Morning Star Travels,A/C Sleeper (2+1),21:15,01:45,04h 30m,INR 790,24 Seats available,3,https://www.redbus.in/bus-tickets/rajahmundry-to-vijayawada,Rajahmundry to Vijayawada
3038,Sri Krishna Travels,A/C Sleeper (2+1),22:00,01:10,03h 10m,INR 1100,19 Seats available,3.5,https://www.redbus.in/bus-tickets/rajahmundry-to-vijayawada,Rajahmundry to Vijayawada
3039,Sri Tulasi Tours and Travels,A/C Sleeper (2+1),22:00,01:00,03h 00m,INR 1200,22 Seats available,3.4,https://www.redbus.in/bus-tickets/rajahmundry-to-vijayawada,Rajahmundry to Vijayawada
3040,Mythri Tours And Travels,A/C Sleeper (2+1),22:00,01:45,03h 45m,748,23 Seats available,4.5,https://www.redbus.in/bus-tickets/rajahmundry-to-vijayawada,Rajahmundry to Vijayawada
3041,VARAHI TRAVELS,Non A/C Seater / Sleeper (2+1),22:15,23:59,01h 44m,INR 890,43 Seats available,3.3,https://www.redbus.in/bus-tickets/rajahmundry-to-vijayawada,Rajahmundry to Vijayawada
3042,Morning Star Travels,A/C Sleeper (2+1),22:15,01:45,03h 30m,INR 790,30 Seats available,3,https://www.redbus.in/bus-tickets/rajahmundry-to-vijayawada,Rajahmundry to Vijayawada
3043,LUCKY TRAVELS,A/C Seater / Sleeper (2+1),22:31,01:00,02h 29m,INR 899,32 Seats available,3.9,https://www.redbus.in/bus-tickets/rajahmundry-to-vijayawada,Rajahmundry to Vijayawada
3044,Zingbus Plus,A/C Sleeper (2+1),22:40,01:30,02h 50m,818,24 Seats available,4.4,https://www.redbus.in/bus-tickets/rajahmundry-to-vijayawada,Rajahmundry to Vijayawada
3045,Morning Star Travels,A/C Sleeper (2+1),22:50,02:20,03h 30m,INR 790,29 Seats available,3,https://www.redbus.in/bus-tickets/rajahmundry-to-vijayawada,Rajahmundry to Vijayawada
3046,SRI SAI BALAJI TOURS AND TRAVELS,A/C Seater / Sleeper (2+1),22:55,00:30,01h 35m,INR 899,31 Seats available,3.6,https://www.redbus.in/bus-tickets/rajahmundry-to-vijayawada,Rajahmundry to Vijayawada
3047,Krk Travels,Non A/C Seater / Sleeper (2+1),22:56,23:45,00h 49m,INR 1200,49 Seats available,3.5,https://www.redbus.in/bus-tickets/rajahmundry-to-vijayawada,Rajahmundry to Vijayawada
3048,Jagan Travels,A/C Sleeper (2+1),23:00,00:30,01h 30m,INR 790,22 Seats available,4.1,https://www.redbus.in/bus-tickets/rajahmundry-to-vijayawada,Rajahmundry to Vijayawada
3049,Sri Tulasi Tours and Travels,A/C Seater / Sleeper (2+1),23:00,02:00,03h 00m,INR 999,30 Seats available,3.4,https://www.redbus.in/bus-tickets/rajahmundry-to-vijayawada,Rajahmundry to Vijayawada
3050,SVR Tours and Travels,Volvo A/C Sleeper (2+1),23:00,02:00,03h 00m,INR 800,26 Seats available,3.5,https://www.redbus.in/bus-tickets/rajahmundry-to-vijayawada,Rajahmundry to Vijayawada
3051,Sai RK Travels,A/C Seater / Sleeper (2+1),23:00,02:00,03h 00m,INR 888,28 Seats available,3.5,https://www.redbus.in/bus-tickets/rajahmundry-to-vijayawada,Rajahmundry to Vijayawada
3052,LUCKY TRAVELS,Volvo Multi-Axle A/C Sleeper (2+1),23:00,02:00,03h 00m,INR 1349,29 Seats available,3.9,https://www.redbus.in/bus-tickets/rajahmundry-to-vijayawada,Rajahmundry to Vijayawada
3053,V Kaveri Travels,Non A/C Seater / Sleeper (2+1),23:15,02:30,03h 15m,INR 700,32 Seats available,3.8,https://www.redbus.in/bus-tickets/rajahmundry-to-vijayawada,Rajahmundry to Vijayawada
3054,V Kaveri Travels,A/C Seater / Sleeper (2+1),23:30,03:00,03h 30m,INR 700,35 Seats available,3.8,https://www.redbus.in/bus-tickets/rajahmundry-to-vijayawada,Rajahmundry to Vijayawada
3055,SVR Tours and Travels,Volvo Multi Axle Sleeper B11R (2+1),23:45,02:00,02h 15m,INR 800,33 Seats available,3.5,https://www.redbus.in/bus-tickets/rajahmundry-to-vijayawada,Rajahmundry to Vijayawada
3056,Sri Tulasi Tours and Travels,A/C Seater / Sleeper (2+1),23:59,03:30,03h 31m,INR 799,26 Seats available,3.4,https://www.redbus.in/bus-tickets/rajahmundry-to-vijayawada,Rajahmundry to Vijayawada
3057,Mayuri Travels,Non A/C Seater / Sleeper (2+1),23:59,02:45,02h 46m,INR 890,21 Seats available,3.5,https://www.redbus.in/bus-tickets/rajahmundry-to-vijayawada,Rajahmundry to Vijayawada
3058,Sri VInayaka Travels(Siva's),A/C Seater / Sleeper (2+1),00:30,03:45,03h 15m,INR 699,28 Seats available,3.7,https://www.redbus.in/bus-tickets/rajahmundry-to-vijayawada,Rajahmundry to Vijayawada
3059,Morning Star Travels,A/C Sleeper (2+1),02:30,06:20,03h 50m,INR 790,25 Seats available,3,https://www.redbus.in/bus-tickets/rajahmundry-to-vijayawada,Rajahmundry to Vijayawada
3060,KKaveri Travels,Non A/C Seater / Sleeper (2+1),16:30,20:45,04h 15m,INR 700,39 Seats available,2.6,https://www.redbus.in/bus-tickets/rajahmundry-to-vijayawada,Rajahmundry to Vijayawada
3061,KVR Tours and Travels,A/C Sleeper (2+1),22:25,01:20,02h 55m,INR 780,29 Seats available,2.8,https://www.redbus.in/bus-tickets/rajahmundry-to-vijayawada,Rajahmundry to Vijayawada
3062,Naveen Tours and Travels,A/C Seater/Sleeper (2+1),23:59,03:45,03h 46m,INR 3999,44 Seats available,1.3,https://www.redbus.in/bus-tickets/rajahmundry-to-vijayawada,Rajahmundry to Vijayawada
3063,VRL Travels,Volvo Multi-Axle A/C Sleeper (2+1),18:00,21:50,03h 50m,INR 1700,17 Seats available,3.4,https://www.redbus.in/bus-tickets/rajahmundry-to-vijayawada,Rajahmundry to Vijayawada
3064,APSRTC - 47483,INDRA(A.C. Seater),11:00,14:00,03h 00m,INR 253,37 Seats available,3.8,https://www.redbus.in/bus-tickets/tirupathi-to-chennai,Tirupati to Chennai
3065,APSRTC - 5554,SAPTAGIRI EXPRESS,11:15,14:15,03h 00m,INR 162,46 Seats available,"2.2
4",https://www.redbus.in/bus-tickets/tirupathi-to-chennai,Tirupati to Chennai
3066,APSRTC - 47045,INDRA(A.C. Seater),12:00,15:00,03h 00m,INR 253,36 Seats available,"4.1
5",https://www.redbus.in/bus-tickets/tirupathi-to-chennai,Tirupati to Chennai
3067,APSRTC - 6022,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",12:00,16:00,04h 00m,INR 200,34 Seats available,3.8,https://www.redbus.in/bus-tickets/tirupathi-to-chennai,Tirupati to Chennai
3068,APSRTC - 5556,SAPTAGIRI EXPRESS,12:15,15:15,03h 00m,INR 162,45 Seats available,3.8,https://www.redbus.in/bus-tickets/tirupathi-to-chennai,Tirupati to Chennai
3069,APSRTC - 5438,INDRA(A.C. Seater),13:00,16:00,03h 00m,INR 253,37 Seats available,"4.3
7",https://www.redbus.in/bus-tickets/tirupathi-to-chennai,Tirupati to Chennai
3070,APSRTC - 5560,SAPTAGIRI EXPRESS,13:15,16:15,03h 00m,INR 162,46 Seats available,3.8,https://www.redbus.in/bus-tickets/tirupathi-to-chennai,Tirupati to Chennai
3071,APSRTC - 5572,SAPTAGIRI EXPRESS,13:45,16:45,03h 00m,INR 162,46 Seats available,"4.7
6",https://www.redbus.in/bus-tickets/tirupathi-to-chennai,Tirupati to Chennai
3072,APSRTC - 47481,INDRA(A.C. Seater),14:00,17:00,03h 00m,INR 253,38 Seats available,"4.4
4",https://www.redbus.in/bus-tickets/tirupathi-to-chennai,Tirupati to Chennai
3073,APSRTC - 9298,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",14:20,18:00,03h 40m,INR 200,33 Seats available,"5.0
6",https://www.redbus.in/bus-tickets/tirupathi-to-chennai,Tirupati to Chennai
3074,APSRTC - 5568,SAPTAGIRI EXPRESS,14:40,17:40,03h 00m,INR 162,45 Seats available,"1.7
7",https://www.redbus.in/bus-tickets/tirupathi-to-chennai,Tirupati to Chennai
3075,APSRTC - 47491,INDRA(A.C. Seater),15:00,18:00,03h 00m,INR 253,38 Seats available,"4.1
7",https://www.redbus.in/bus-tickets/tirupathi-to-chennai,Tirupati to Chennai
3076,APSRTC - 50052,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",15:30,19:15,03h 45m,INR 200,33 Seats available,"4.9
6",https://www.redbus.in/bus-tickets/tirupathi-to-chennai,Tirupati to Chennai
3077,APSRTC - 47549,Express(Non AC Seater),15:45,18:45,03h 00m,INR 162,37 Seats available,3.8,https://www.redbus.in/bus-tickets/tirupathi-to-chennai,Tirupati to Chennai
3078,APSRTC - 47087,INDRA(A.C. Seater),16:00,19:00,03h 00m,INR 253,38 Seats available,"4.3
49",https://www.redbus.in/bus-tickets/tirupathi-to-chennai,Tirupati to Chennai
3079,APSRTC - 5574,SAPTAGIRI EXPRESS,16:15,19:15,03h 00m,INR 162,46 Seats available,"3.1
9",https://www.redbus.in/bus-tickets/tirupathi-to-chennai,Tirupati to Chennai
3080,APSRTC - 47547,Express(Non AC Seater),16:30,19:30,03h 00m,INR 162,37 Seats available,3.8,https://www.redbus.in/bus-tickets/tirupathi-to-chennai,Tirupati to Chennai
3081,APSRTC - 5369,SAPTAGIRI EXPRESS,17:45,20:45,03h 00m,INR 162,46 Seats available,"2.9
8",https://www.redbus.in/bus-tickets/tirupathi-to-chennai,Tirupati to Chennai
3082,APSRTC - 5424,INDRA(A.C. Seater),18:00,21:00,03h 00m,INR 253,46 Seats available,"3.8
17",https://www.redbus.in/bus-tickets/tirupathi-to-chennai,Tirupati to Chennai
3083,APSRTC - 5582,SAPTAGIRI EXPRESS,18:15,21:15,03h 00m,INR 162,46 Seats available,"3.0
5",https://www.redbus.in/bus-tickets/tirupathi-to-chennai,Tirupati to Chennai
3084,APSRTC - 5365,SAPTAGIRI EXPRESS,18:45,21:45,03h 00m,INR 162,46 Seats available,3.8,https://www.redbus.in/bus-tickets/tirupathi-to-chennai,Tirupati to Chennai
3085,APSRTC - 47485,INDRA(A.C. Seater),19:00,22:00,03h 00m,INR 253,38 Seats available,"3.9
34",https://www.redbus.in/bus-tickets/tirupathi-to-chennai,Tirupati to Chennai
3086,APSRTC - 5584,SAPTAGIRI EXPRESS,19:15,22:15,03h 00m,INR 162,39 Seats available,3.8,https://www.redbus.in/bus-tickets/tirupathi-to-chennai,Tirupati to Chennai
3087,APSRTC - 5371,SAPTAGIRI EXPRESS,19:45,22:45,03h 00m,INR 162,46 Seats available,3.8,https://www.redbus.in/bus-tickets/tirupathi-to-chennai,Tirupati to Chennai
3088,APSRTC - 47047,INDRA(A.C. Seater),20:00,23:00,03h 00m,INR 253,38 Seats available,"4.4
21",https://www.redbus.in/bus-tickets/tirupathi-to-chennai,Tirupati to Chennai
3089,APSRTC - 5373,SAPTAGIRI EXPRESS,20:15,23:15,03h 00m,INR 162,46 Seats available,3.8,https://www.redbus.in/bus-tickets/tirupathi-to-chennai,Tirupati to Chennai
3090,APSRTC - 5367,SAPTAGIRI EXPRESS,21:30,00:30,03h 00m,INR 162,46 Seats available,"3.1
4",https://www.redbus.in/bus-tickets/tirupathi-to-chennai,Tirupati to Chennai
